image_file_name,pmcid,question,choices,answer_text,answer,tag
IJPS-49-415-g005.jpg,PMC5288921,What finger movement is shown?,"[A] Adduction of digits toward the third digit
[B] No active movement, relaxed hand posture
[C] Hyperextension of the fingers at the MCP joints
[D] Abduction of digits at the metacarpophalangeal joints
[E] Lumbrical action: MCP flexion with IP extension",Abduction of digits at the metacarpophalangeal joints,D,Trunk & Extremities
IJPS-49-415-g005.jpg,PMC5288921,Which muscles primarily produce the finger movement shown?,"[A] Dorsal interossei
[B] Palmar interossei
[C] Lumbricals
[D] Extensor digitorum
[E] Abductor digiti minimi",Dorsal interossei,A,Trunk & Extremities
JNRP-8-313-g004.jpg,PMC5402517,"This picture is evaluating the patient's eye movements. Subfigures a and b are evaluating horizontal eye movement. Subfigures c and d are evaluating verticle eye movement. Based on this information, what is the diagnosis for the abnormal eye movement?","[A] Bilateral superior rectus weakness causing isolated upgaze limitation
[B] Vertical gaze palsy with preserved horizontal movements
[C] Parinaud (dorsal midbrain) syndrome limited to upgaze
[D] Bilateral abducens nerve palsy
[E] Internuclear ophthalmoplegia",Vertical gaze palsy with preserved horizontal movements,B,Eyes
JNRP-8-313-g004.jpg,PMC5402517,"This picture is evaluating the patient's eye movements. Subfigures a and b are evaluating horizontal eye movement. Subfigures c and d are evaluating verticle eye movement. Based on this information, which eye movement is normal?","[A] Horizontal smooth pursuit
[B] Vertical conjugate gaze (upgaze and downgaze)
[C] Convergence (near response)
[D] Eyelid elevation (levator palpebrae)
[E] Horizontal conjugate gaze",Horizontal conjugate gaze,E,Eyes
aoj-08-23-f11.jpg,PMC10929313,"Across subfigures A–C, what best describes the knee position?","[A] Mild flexion (approximately 10–20°)
[B] Moderate flexion (approximately 20–30°)
[C] Minimal flexion (approximately 5–10°)
[D] Nearly locked knees (0–5°)
[E] Pronounced flexion (approximately 30–45°)",Moderate flexion (approximately 20–30°),B,Trunk & Extremities
aoj-08-23-f11.jpg,PMC10929313,What stance is used during the toss?,"[A] Shoulder-width parallel stance
[B] Wide parallel athletic stance
[C] Narrow parallel stance (feet close together)
[D] Staggered split stance (front foot leading)
[E] Wide staggered lunge stance",Wide parallel athletic stance,B,Trunk & Extremities
OMJ-36-04-1900165-f1.jpg,PMC8258921,Which congenital ocular anomaly is shown?,"[A] Severe blepharophimosis
[B] Complete cryptophthalmos
[C] Bilateral anophthalmia with absent palpebral fissures
[D] Congenital ankyloblepharon
[E] Partial cryptophthalmos",Complete cryptophthalmos,B,Eyes
OMJ-36-04-1900165-f1.jpg,PMC8258921,What is the best description for the physical exam findings associated with the diagnosis shown in this photo?,"[A] Severe periorbital edema with partially closed lids but a discernible eyelid margin and lashes
[B] Diffuse swelling with a faint lateral eyelid crease
[C] Telecanthus with prominent epicanthal folds and intact eyelids
[D] Continuous skin from forehead to cheek without any palpebral fissure, eyelid margin, or eyelashes","Continuous skin from forehead to cheek without any palpebral fissure, eyelid margin, or eyelashes",D,Eyes
IJO-68-1316-g002.jpg,PMC7574118,Which finding is visible along the inferior aspect of the eye?,"[A] Inferior bulbar conjunctivitis
[B] Subconjunctival hemorrhage localized to the inferior bulbar conjunctiva
[C] Layered hyphema in the inferior anterior chamber
[D] Mucopurulent discharge crusting on the lower eyelashes",Inferior bulbar conjunctivitis,A,Eyes
IJO-68-1316-g002.jpg,PMC7574118,Which ocular structure is inflamed?,"[A] Episclera
[B] Iris
[C] Cornea
[D] Conjunctiva
[E] Sclera",Conjunctiva,D,Eyes
aps-43-172-g006.jpg,PMC4807172,"In subfigure B, which postoperative outcome is best described?","[A] Bilateral overcorrection with eyelid retraction (MRD1 >=4 mm) and excessive corneal exposure
[B] Bilateral full correction with normal lid height and relaxed brows
[C] Asymmetric mixed result: right eye overcorrected, left eye undercorrected
[D] Bilateral mild undercorrection with residual ptosis (MRD1 ~2 mm)",Bilateral mild undercorrection with residual ptosis (MRD1 ~2 mm),D,Surgical & Procedural
aps-43-172-g006.jpg,PMC4807172,"In subfigure A, which compensatory sign aids vision?","[A] Brow elevation due to frontalis recruitment
[B] Brow depression from orbicularis oculi recruitment
[C] Proptosis increasing corneal exposure
[D] Downward gaze to clear the visual axis",Brow elevation due to frontalis recruitment,A,Eyes
ijspt_2021_16_3_23549_59315.jpg,PMC8169025,"In subfigure B, what alignment is indicated by the green line?","[A] Medial knee valgus collapse with patella deviating toward the big toe
[B] Neutral knee tracking over the midfoot/second toe
[C] Excessive varus (bowing) with knee lateral to the fifth toe
[D] Tibial internal rotation leading to medial knee-over-foot position",Neutral knee tracking over the midfoot/second toe,B,Trunk & Extremities
ijspt_2021_16_3_23549_59315.jpg,PMC8169025,Which subfigure shows landing and stabilization with the body centered over the base of support?,"[A] Both A and B
[B] B — stabilized landing with COM vertically stacked over the planted foot
[C] A — landing with center of mass within the base of support
[D] Neither — COM remains lateral to the base in both",B — stabilized landing with COM vertically stacked over the planted foot,B,Trunk & Extremities
IJMR-140-793-g001.jpg,PMC4365359,Which additional sign would most likely accompany a more extensive lesion of the involved nerve on the patient's right?,"[A] Isolated inability to abduct the right eye
[B] Loss of corneal sensation on the right
[C] Fixed, dilated pupil on the right with loss of accommodation
[D] Constricted pupil with facial anhidrosis on the right","Fixed, dilated pupil on the right with loss of accommodation",C,Eyes
IJMR-140-793-g001.jpg,PMC4365359,Which eyelid in the image shows drooping?,"[A] Neither (no true ptosis visible)
[B] Right upper eyelid (patient’s right—the eye on the left side of the image)
[C] Left upper eyelid (patient’s left—the eye on the right side of the image)
[D] Both upper eyelids",Right upper eyelid (patient’s right—the eye on the left side of the image),B,Eyes
JAPTR-7-64-g005.jpg,PMC4850771,Which answer choice best describes the toes shown in the image?,"[A] Polydactyly present
[B] Bilateral bunions present
[C] Hypoplasia of multiple toes present
[D] Normal toes",Hypoplasia of multiple toes present,C,Trunk & Extremities
JAPTR-7-64-g005.jpg,PMC4850771,Which toes show the most marked shortening on both feet?,"[A] Normal toes
[B] Halluces (great toes)
[C] Second through fifth toes bilaterally
[D] Second toes bilaterally",Second through fifth toes bilaterally,C,Trunk & Extremities
MEAJO-28-140-g002.jpg,PMC8547668,Which finding about the bulbar conjunctiva and episclera is most evident in this eye?,"[A] Sectoral bright-red injection at the nasal bulbar conjunctiva suggesting active episcleritis
[B] Quiet appearance with minimal injection
[C] Well-demarcated subconjunctival hemorrhage in the temporal quadrant
[D] Diffuse perilimbal (ciliary) flush consistent with anterior uveitis",Quiet appearance with minimal injection,B,Eyes
MEAJO-28-140-g002.jpg,PMC8547668,Which eyelid/lash finding is present?,"[A] Distichiasis with posteriorly emerging accessory lashes on the upper lid
[B] Subtle anterior blepharitis with fine collarettes at lash bases
[C] Single upper-lid trichiasis with a lash touching the cornea
[D] Mild lower-lid cicatricial entropion causing lash-corneal touch
[E] Normal lashes without crusting or inward misdirection",Normal lashes without crusting or inward misdirection,E,Eyes
Ayu-33-402-g006.jpg,PMC3665107,Which description best fits the arm position during the step shown?,"[A] Left arm swing exceeds right with mild left shoulder abduction
[B] Bilateral near-absent arm swing, both arms kept rigid against the body
[C] Symmetrical mild arm swing with arms at the sides
[D] Asymmetric arm swing: right arm slightly flexed and held close to the torso with reduced swing",Symmetrical mild arm swing with arms at the sides,C,Trunk & Extremities
gox-7-e2214-g003.jpg,PMC6554186,Which findings best describe the position of the person's head in this photo?,"[A] Auricles seem symmetric, but increased submental show indicates slight neck extension
[B] Both auricles are equally visible, but the right lobule sits a few millimeters lower than the left
[C] Only the left auricle is fully visible, suggesting rotation to the right
[D] Both auricles are equally visible and sit at the same vertical level","Both auricles are equally visible, but the right lobule sits a few millimeters lower than the left",B,Head & Neck
gox-7-e2214-g003.jpg,PMC6554186,Which finding is seen in the neck region?,"[A] No visible bruising or dressings
[B] Subtle right submental ecchymosis
[C] Thin steri-strips across the submental crease
[D] Short transverse midline neck incision with fresh sutures",No visible bruising or dressings,A,Head & Neck
0392-100X-31-256-g004c.jpg,PMC3203725,Which statement best describes the earlobe appearance in this image?,"[A] Left earlobe demonstrates hypertrophic scarring at the lobule–cheek junction
[B] Left earlobe sits in a natural position without inferior tethering (no pixie-ear)
[C] Bilateral pixie-ear deformity with inferior elongation of both lobules
[D] Left earlobe shows subtle inferior tethering to the cheek with blunting of the lobule–cheek junction
[E] Left earlobe is posteriorly rotated with mild adherence along the postauricular scar",Left earlobe shows subtle inferior tethering to the cheek with blunting of the lobule–cheek junction,D,Head & Neck
0392-100X-31-256-g004c.jpg,PMC3203725,Which neck contour feature is present?,"[A] A sharp mentocervical (cervicomental) angle with no submandibular or submental fullness
[B] Mild right submandibular gland prominence effacing the cervicomental angle
[C] Diffuse postoperative neck edema blunting the mandibular border
[D] Submental convexity with early midline platysmal banding",A sharp mentocervical (cervicomental) angle with no submandibular or submental fullness,A,Head & Neck
asj-10-570-g002.jpg,PMC4917779,What is the correct diagnosis for the spine curvature shown in subfigure B?,"[A] Kyphosis
[B] Normal curvature of the spine
[C] Dextroscoliosis
[D] Levoscoliosis",Dextroscoliosis,C,Trunk & Extremities
asj-10-570-g002.jpg,PMC4917779,"In subfigure A, which anatomical region is the patient's right hand touching?","[A] Right scapula (medial border)
[B] Upper thoracic spine (T3–T4 spinous processes)
[C] Left scapula
[D] Right acromion process",Right acromion process,D,Trunk & Extremities
CCD-6-137-g004.jpg,PMC4319335,What is the predominant appearance of the oral mucosa?,"[A] Reticular whitish keratotic striae/plaques over the palatal rugae
[B] Diffuse erythematous petechiae with superficial oozing
[C] Uniform pale-pink mucosa without focal discoloration
[D] Bluish-purple vascular patches/striae",Bluish-purple vascular patches/striae,D,Mouth & Jaws
CCD-6-137-g004.jpg,PMC4319335,Which intraoral structure is most prominently visible in the image?,"[A] Uvula
[B] Maxillary alveolar ridge
[C] Ventral part of the tongue (sublingual)
[D] Soft palate",Ventral part of the tongue (sublingual),C,Mouth & Jaws
aps-43-172-g007.jpg,PMC4807172,"In subfigure B (eyes open), what best describes the left upper eyelid position?","[A] Near-normal elevation of the left upper eyelid with MRD1 ~2-3 mm and improved opening
[B] Persistent mild left ptosis with MRD1 ~0-1 mm, partially covering the pupil
[C] Left upper eyelid retraction with MRD1 ~4-5 mm and superior scleral show
[D] Right lid height near normal while the left remains ptotic due to inadequate suspension",Near-normal elevation of the left upper eyelid with MRD1 ~2-3 mm and improved opening,A,Eyes
aps-43-172-g007.jpg,PMC4807172,"In subfigure B (eyes closed), where is the residual opening most apparent?","[A] Central palpebral fissure of the patient's right eye
[B] Lateral canthus of the patient's left eye
[C] No residual opening is visible
[D] Medial canthus of the patient's left eye
[E] Central palpebral fissure of the patient's left eye",Central palpebral fissure of the patient's left eye,E,Eyes
12903_2024_4859_Fig10_HTML.jpg,PMC11438088,Which dental arch is shown?,"[A] Both arches seen in occlusion
[B] Maxillary (upper) arch
[C] Mandibular (lower) arch
[D] Maxillary arch viewed via mouth mirror (appears inverted)",Mandibular (lower) arch,C,Mouth & Jaws
12903_2024_4859_Fig10_HTML.jpg,PMC11438088,Which tooth surfaces are primarily visualized in this image?,"[A] Occlusal surfaces of the maxillary teeth
[B] Lingual surfaces of the maxillary teeth
[C] Occlusal and lingual surfaces of the mandibular teeth
[D] Buccal surfaces of the mandibular teeth",Occlusal and lingual surfaces of the mandibular teeth,C,Mouth & Jaws
JIOH-7-96-g002.jpg,PMC4516066,Which tooth is erupting high in the labial mucosa?,"[A] Supernumerary mesiodens
[B] Mandibular canine
[C] Maxillary first premolar
[D] Maxillary central incisor
[E] Maxillary lateral incisor",Maxillary central incisor,D,Mouth & Jaws
JIOH-7-96-g002.jpg,PMC4516066,Which statement best describes the alignment of the mandibular anterior teeth?,"[A] Generalized spacing
[B] Uniform alignment of the mandibular anterior teeth with normal contacts
[C] Pronounced crowding with noticeable rotation of the mandibular incisors
[D] Mild to moderate anterior crowding without rotation",Mild to moderate anterior crowding without rotation,D,Mouth & Jaws
CCR3-11-e7015-g002.jpg,PMC9981577,Which lower limb is compensated by an elevated platform shoe?,"[A] Neither
[B] Both legs
[C] Patient's right leg
[D] Patient's left leg",Patient's right leg,C,Trunk & Extremities
CCR3-11-e7015-g002.jpg,PMC9981577,What hip/pelvic alignment is visible with the elevated shoe?,"[A] Right-sided pelvic elevation (hip hike)
[B] Pelvis appears more level
[C] Left-sided pelvic drop (Trendelenburg)
[D] Anterior pelvic tilt with increased lumbar lordosis",Pelvis appears more level,B,Trunk & Extremities
gox-6-e2056-g007.jpg,PMC6326612,"In panels A–C, which condition best explains the feet and distal leg findings?","[A] Pretibial myxedema from hypothyroidism
[B] Left lower-limb lymphedema involving the feet
[C] Lipedema sparing the feet and ankles
[D] Chronic venous insufficiency with stasis changes and ankle edema",Left lower-limb lymphedema involving the feet,B,Trunk & Extremities
gox-6-e2056-g007.jpg,PMC6326612,Which foot abnormality is the most prominent in these images?,"[A] Increased space between the 1st and 2nd toes on the right foot
[B] Charcot deformity of the left foot
[C] Abnormalities affect the leg, not the foot
[D] Increased space between the 1st and 2nd toes on the left foot
[E] Charcot deformity of the right foot",Increased space between the 1st and 2nd toes on the left foot,D,Trunk & Extremities
DRJ-10-713-g010.jpg,PMC3872620,"Based on the lateral profile, what best describes the nasal bridge?","[A] Depressed/low nasal bridge (saddle-type)
[B] Apparent depression from midface hypoplasia, but bridge height normal
[C] Normal bridge height with straight dorsum
[D] High/prominent nasal bridge (convex dorsum)",Depressed/low nasal bridge (saddle-type),A,Head & Neck
DRJ-10-713-g010.jpg,PMC3872620,What best describes the development of the maxilla in this image?,"[A] Hypoplastic (underdeveloped) maxilla
[B] Normal-sized maxilla retropositioned (maxillary retrognathia)
[C] Normal maxillary development
[D] Normal maxillary development with relative mandibular prognathism
[E] Hyperplastic (overdeveloped) maxilla",Hypoplastic (underdeveloped) maxilla,A,Mouth & Jaws
asj-11-390-g002.jpg,PMC5481593,Which neck movement is most restricted by the device shown?,"[A] Axial rotation at C1–C2 (turning left/right)
[B] Cervical flexion and extension (sagittal plane)
[C] Lateral flexion (side-bending)
[D] Anterior head translation (protraction)",Cervical flexion and extension (sagittal plane),B,Head & Neck
asj-11-390-g002.jpg,PMC5481593,Which clinical scenario most likely warrants use of this device?,"[A] Acute whiplash-associated cervical strain without neurologic deficit
[B] Suspected cervical spine injury/neck trauma
[C] Clavicle fracture after shoulder impact
[D] Thoracic vertebral compression fracture
[E] Mandibular (jaw) fracture requiring external support",Suspected cervical spine injury/neck trauma,B,Head & Neck
gox-10-e4453-g009.jpg,PMC9329080,Subfigure A: What is the most likely cause of the central anterior neck depression/scar?,"[A] Scar from emergency cricothyrotomy at the cricothyroid membrane
[B] Healed tracheostomy
[C] Well-healed low midline thyroidectomy incision with mild tethering
[D] Post-Sistrunk scar after thyroglossal duct cyst excision",Healed tracheostomy,B,Head & Neck
gox-10-e4453-g009.jpg,PMC9329080,"In subfigure B compared to A, how does the anterior neck scar appear?","[A] Appears more linear and vertically oriented, with increased tautness
[B] Becomes faint and flattened, blending into anterior neck folds
[C] Appears oblique, slanting slightly to the right, and broader inferiorly
[D] Migrates laterally toward the left sternocleidomastoid and is less tense","Appears more linear and vertically oriented, with increased tautness",A,Head & Neck
1679-4508-eins-13-3-0426-gf01.jpg,PMC4943791,Which region shows the most prominent inflammation in the image?,"[A] Right submandibular/angle of the mandible region just inferior to the ear
[B] Right posterior auricular/mastoid region behind the ear
[C] Right lateral neck along the anterior border of the sternocleidomastoid muscle
[D] Right preauricular/parotid region anterior to the ear",Right submandibular/angle of the mandible region just inferior to the ear,A,Head & Neck
1679-4508-eins-13-3-0426-gf01.jpg,PMC4943791,"Relative to the ear, where is the erythema and swelling primarily located?","[A] Anterosuperior to the ear over the zygomatic arch
[B] Posterosuperior to the ear over the mastoid
[C] Inferior to the ear over the angle of the mandible
[D] Within the external auditory canal
[E] Posteroinferior to the ear along the sternocleidomastoid",Inferior to the ear over the angle of the mandible,C,Head & Neck
gox-4-e708-g005.jpg,PMC4995704,What breast deformation pattern is visible during the maneuver?,"[A] No obvious animation deformity - uniform expansion of both breasts
[B] Lateral displacement of the implants with medial flattening/contracture
[C] Medial displacement of the implants with lateral pole tethering and flattening
[D] Predominant superior migration with upper-pole peaking during activation
[E] Inferior descent of the implants with lower-pole bulging",Lateral displacement of the implants with medial flattening/contracture,B,Trunk & Extremities
gox-4-e708-g005.jpg,PMC4995704,"Based on the dynamic distortion observed, the implants are most likely placed in which plane?","[A] Prepectoral (over the pectoralis major) with acellular dermal matrix support
[B] Subfascial (beneath the pectoralis fascia, superficial to muscle)
[C] Subcutaneous/pre-mammary (over the pectoralis fascia)
[D] Subpectoral (beneath the pectoralis major)",Subpectoral (beneath the pectoralis major),D,Trunk & Extremities
gr1.jpg,PMC8811515,Which subfigure shows the athlete initiating the drop from the box?,"[A] Both A and B
[B] B
[C] A
[D] Neither (initiation occurs during airborne phase)",A,C,Trunk & Extremities
gr1.jpg,PMC8811515,"In subfigure B, which description best matches the lower-body posture?","[A] Single-leg stance primarily on the left leg with the right toes lightly touching for balance
[B] Upright stance with knees locked in extension and feet close together
[C] Bilateral squat with hips hinged back and knees flexed
[D] Forward lunge with the right foot ahead and the left knee flexed",Bilateral squat with hips hinged back and knees flexed,C,Trunk & Extremities
S2631717620000109_fig5.jpg,PMC11264825,In subfigure A what device is the patient wearing?,"[A] Exoskeleton
[B] Sports gear
[C] Back brace
[D] External thoracic fixation",Exoskeleton,A,Trunk & Extremities
AJC-21-107-g001.jpg,PMC6457417,What peripheral corneal finding is present in this eye?,"[A] Kayser-Fleischer ring (Wilson disease)
[B] Posterior embryotoxon
[C] Corneal arcus (arcus senilis)
[D] Interpalpebral band keratopathy
[E] No peripheral corneal abnormality",Corneal arcus (arcus senilis),C,Eyes
AJC-21-107-g001.jpg,PMC6457417,Which description best matches the ocular abnormality shown in the image?,"[A] Gray-white circumferential ring representing fat deposits
[B] Golden-brown pigmented ring at the limbus consistent with copper deposition
[C] Dark brown iron deposition ring encircling the cone in keratoconus
[D] Normal (no abnormality present)
[E] Horizontal gray-white calcific band across the interpalpebral cornea",Gray-white circumferential ring representing fat deposits,A,Eyes
RU-55-29890-g004.jpg,PMC5442300,Which device is applied to the forearm and hand?,"[A] Ulnar gutter hand–forearm splint
[B] Removable short-arm thumb-spica cast
[C] Rigid thermoplastic hand–wrist orthosis with straps
[D] Rigid thermoplastic wrist cock-up orthosis (forearm only) with straps",Rigid thermoplastic hand–wrist orthosis with straps,C,Trunk & Extremities
RU-55-29890-g004.jpg,PMC5442300,Which feature of the device shown could increase injury risk during a forward fall?,"[A] Inability to open the hand and absorb impact because the rigid splint fixes the palm
[B] Neutral wrist positioning by the brace reduces distal radius loading on impact
[C] Perforations and strap texture enhance tactile feedback and improve reaction time
[D] Broad palmar padding and rounded edges disperse forces across the hand",Inability to open the hand and absorb impact because the rigid splint fixes the palm,A,Trunk & Extremities
bcr-2019-232755f01.jpg,PMC7368473,"Across subfigures A–C, which diagnosis is most consistent with the findings?","[A] Tonic pupil (Adie’s) affecting the person's left eye
[B] Oculomotor nerve palsy with pupillary involvement affecting the person's left eye
[C] Horner syndrome affecting the person's right eye
[D] Tonic pupil (Adie’s) affecting the person's right eye",Tonic pupil (Adie’s) affecting the person's left eye,A,Eyes
CCR3-6-109-g002.jpg,PMC5771944,What is the most likely diagnosis for the floor of mouth swelling?,"[A] Lymphangioma (oral cavity lesion)
[B] Dermoid/epidermoid cyst of the floor of mouth
[C] Plunging ranula (cervical extension)
[D] Mucous retention cyst (obstructed Wharton’s duct)",Plunging ranula (cervical extension),C,Mouth & Jaws
CCR3-6-109-g002.jpg,PMC5771944,Which salivary gland is most likely involved?,"[A] Accessory parotid gland
[B] Deep lobe of parotid gland
[C] Submandibular gland (Wharton duct)
[D] Sublingual gland
[E] Minor glands of the anterior ventral tongue (Blandin-Nuhn)",Sublingual gland,D,Mouth & Jaws
IJPD-22-425-g002.jpg,PMC3564104,Where is the incision located relative to the mouth?,"[A] No visible incision near the mouth, only postoperative swelling
[B] In the nasolabial fold, just medial to the corner of the mouth
[C] Just lateral to the corner of the mouth on the cheek
[D] Under the chin in the submental region",Just lateral to the corner of the mouth on the cheek,C,Mouth & Jaws
IJPD-22-425-g002.jpg,PMC3564104,What is the orientation of the incision line on the cheek?,"[A] Nearly vertical, parallel to the nasolabial fold
[B] Curvilinear arc tracking around the oral commissure
[C] No discrete linear incision—only a small puncture site
[D] Horizontally oriented, following a natural skin crease (Langer’s lines)
[E] Oblique, slanting downward from lateral to medial","Horizontally oriented, following a natural skin crease (Langer’s lines)",D,Head & Neck
IJY-7-160-g004.jpg,PMC4097904,What does the level of assistance suggest about the patient's current functional status?,"[A] Household-distance ambulation with a single-point cane under stand-by assistance
[B] Supervised hallway ambulation requiring contact-guard assist from one person
[C] Early mobilization requiring two-person hands-on assist for safety
[D] Two-person stand-by assist for confidence only, no hands-on support
[E] Independent community ambulation without device",Early mobilization requiring two-person hands-on assist for safety,C,Trunk & Extremities
IJY-7-160-g004.jpg,PMC4097904,How is the patient being assisted during ambulation?,"[A] Independent ambulation with standby supervision only
[B] Using a front-wheeled walker with contact guard assist
[C] Hand-held assistance from one attendant on the left
[D] Hand-held assistance from attendants on both sides",Hand-held assistance from attendants on both sides,D,Trunk & Extremities
shaw-3-235-g004.jpg,PMC3443699,What airborne exposure is most likely present in this scene?,"[A] Diesel engine exhaust particulates
[B] Respirable mineral dust (e.g, asbestos)
[C] Fine wood sawdust aerosol
[D] Fiberglass-reinforced plastic dust","Respirable mineral dust (e.g, asbestos)",B,Other
JOCR-10-86-g005.jpg,PMC7815661,"In the subfigure on the left side of the image, are both elbows flexed symmetrically?","[A] No—the person's right elbow is slightly less flexed than the left
[B] Yes—bilateral elbow flexion appears symmetric
[C] Indeterminate—the camera angle and forearm rotation obscure true flexion symmetry
[D] No—the person's left elbow remains partially extended",Yes—bilateral elbow flexion appears symmetric,B,Trunk & Extremities
JOCR-10-86-g005.jpg,PMC7815661,"In the subfigure on the left side of the image, which elbow movement is demonstrated?","[A] Wrist dorsiflexion
[B] Shoulder internal rotation
[C] Elbow extension
[D] Forearm pronation
[E] Elbow flexion",Elbow flexion,E,Trunk & Extremities
NJMS-1-143-g021.jpg,PMC3304204,Which facial/jaw feature is best documented in this view?,"[A] Anteroposterior soft-tissue facial profile (maxillary/mandibular projection)
[B] Left-right facial symmetry and chin midline position
[C] Maxillary occlusal plane cant and transverse width
[D] Interpupillary/intercanthal distances and zygomatic width",Anteroposterior soft-tissue facial profile (maxillary/mandibular projection),A,Mouth & Jaws
NJMS-1-143-g021.jpg,PMC3304204,What is the orientation of the image?,"[A] Extraoral left three-quarter (oblique) facial view
[B] Posterior–anterior facial view
[C] Lateral cephalometric radiograph
[D] Extraoral lateral profile view",Extraoral lateral profile view,D,Head & Neck
wjps-11-95-g003.jpg,PMC9840758,What best describes the position of the right thumb?,"[A] IP joint hyperextension with neutral MCP position
[B] Slight MCP flexion in otherwise neutral position
[C] Full MCP/IP extension with radial abduction
[D] Neutral MCP with radial abduction",Slight MCP flexion in otherwise neutral position,B,Trunk & Extremities
wjps-11-95-g003.jpg,PMC9840758,Which fingers are most prominently enlarged?,"[A] Second (index) fingers
[B] Fifth (small) fingers
[C] Fourth (ring) fingers
[D] Third (middle) fingers
[E] Thumbs",Fourth (ring) fingers,C,Trunk & Extremities
prs-150-877-g004.jpg,PMC9512239,"Comparing the two panels, what is the most evident change in the eyebrows?","[A] Subtle decrease in overall density with new gaps, especially medially on the left
[B] No significant density change—only mild darkening of brow color
[C] Marked increase in hair density bilaterally with better symmetry of arches
[D] Right eyebrow appears thicker while the left remains patchy with persistent asymmetry
[E] Thinning of the reconstructed eyebrows with shortening of the tails",Marked increase in hair density bilaterally with better symmetry of arches,C,Eyes
prs-150-877-g004.jpg,PMC9512239,Where is the person's scar located in this image?,"[A] Across the nasal bridge
[B] Left side of forehead
[C] Person's right side of forehead
[D] Change in texture is due to a bandage, not scarring
[E] Under the person's left eye",Left side of forehead,B,Head & Neck
CTO-12-07-g-033.jpg,PMC3884542,In which ear structure is the lesion located in this image?,"[A] Superior crus of the antihelix
[B] Ear lobe
[C] Cymba conchae
[D] Intratragal notch",Superior crus of the antihelix,A,Head & Neck
CTO-12-07-g-033.jpg,PMC3884542,Which part of the auricle is pierced?,"[A] Intertragic notch
[B] Cavum conchae
[C] Lobule
[D] Tragus
[E] Antitragus",Lobule,C,Head & Neck
aps-2018-01165f2.jpg,PMC7398816,"In subfigure A, which auricular region appears underdeveloped?","[A] Scaphoid fossa (scapha)
[B] Upper helical rim
[C] Helical root
[D] Superior antihelical crus",Upper helical rim,B,Head & Neck
aps-2018-01165f2.jpg,PMC7398816,"In subfigure B, which is the best description of the lower two-thirds of the auricle?","[A] An intact superior helix with normal scaphoid fossa but a poorly defined lobule is seen
[B] The tragus and conchal bowl are blunted, indicating involvement of the lower third
[C] Only mild helical rim notching is present without preservation of the lobule or antihelix
[D] A well-formed lobule and antihelix are visible",A well-formed lobule and antihelix are visible,D,Head & Neck
JOCD-20-6-g011.jpg,PMC7818415,Which periocular finding is most prominent?,"[A] Lower eyelid fat prolapse (under-eye bag)
[B] Malar festoons/edema
[C] Tear-trough deformity (nasojugal groove hollowing)
[D] Lower eyelid retraction with scleral show
[E] Upper eyelid dermatochalasis",Lower eyelid fat prolapse (under-eye bag),A,Eyes
JOCD-20-6-g011.jpg,PMC7818415,How would you best describe the skin of the lower eyelid in this image?,"[A] Lax, finely wrinkled (crepey) lower-lid skin with bulging
[B] Diffuse bluish discoloration suggestive of periorbital ecchymosis
[C] Yellow, waxy plaque-like thickening near the canthus
[D] Shiny, tense edema with erythema
[E] No obvious abnormality with smooth, normal-tone skin","Lax, finely wrinkled (crepey) lower-lid skin with bulging",A,Eyes
aoj-08-23-f10.jpg,PMC10929313,Which lower extremity position is shown?,"[A] Tall-kneeling with both knees on the step pad
[B] Split-squat with right foot on the step and left toes on the turf
[C] Half-kneeling lunge with left foot on the step and right foot on the turf
[D] Half-kneeling lunge with right foot on the step and left foot on the turf",Half-kneeling lunge with left foot on the step and right foot on the turf,C,Trunk & Extremities
aoj-08-23-f10.jpg,PMC10929313,Which item most likely cues the stepping directions?,"[A] The crosshair marking on the back wall
[B] The white circular ring painted on the turf
[C] Orange cones evenly spaced along the circular line
[D] The stacked foam pads used as the step
[E] The red boundary stripe outlining the field",Orange cones evenly spaced along the circular line,C,Trunk & Extremities
gox-11-e4778-g006.jpg,PMC9870213,"Between A and B, what change in mandibular orientation is shown?","[A] Clockwise rotation with mild anterior translation
[B] Counterclockwise rotation without net advancement
[C] Superior impaction without rotation (vertical-only change)
[D] Counterclockwise rotation with advancement
[E] No appreciable change—contour altered primarily by genioplasty",Counterclockwise rotation with advancement,D,Mouth & Jaws
gox-11-e4778-g006.jpg,PMC9870213,Which subfigure shows a more projected lower facial profile and sharper jawline contour near the angle of the mandible?,"[A] A — more anterior chin projection with a crisper gonial angle
[B] Cannot be determined from these lateral views
[C] No meaningful difference—apparent change due to head rotation/hair
[D] B — more anterior chin projection with a crisper gonial angle",B — more anterior chin projection with a crisper gonial angle,D,Mouth & Jaws
NJMS-1-143-g024.jpg,PMC3304204,Which occlusal classification is indicated by the canine relationship on this lateral view?,"[A] Angle Class II division 1
[B] Angle Class II division 2
[C] Angle Class I canine relationship
[D] Angle Class II subdivision right
[E] Angle Class III canine relationship",Angle Class I canine relationship,C,Mouth & Jaws
