pmcid,pmc_version,license_code,doi,n_images,n_questions,title,citation
PMC8964924,1,CC BY-NC-ND,10.1002/emp2.12714,1,2,A 37‐year‐old woman with painful unilateral vision loss,J Am Coll Emerg Physicians Open. 2022 Mar 29;3(2):e12714. doi: 10.1002/emp2.12714
PMC8985157,1,CC BY-NC,10.1039/d1ra07888g,1,2,Wearable microfluidic-based e-skin sweat sensors,RSC Adv. 2022 Mar 18;12(14):8691–707. doi: 10.1039/d1ra07888g
PMC9009854,1,CC BY-NC-ND,10.4103/CMAC.CMAC_29_20,1,2,"Prevention and Treatment of “Epidemic Toxin, Pathogenic Dampness, and Lung Deficiency” after COVID-19 Recovery Based on the Theory of “Preventive Treatment of Diseases” in Traditional Chinese Medicine",Chin Med Cult. 2020 Sep 22;3(3):181–8. doi: 10.4103/CMAC.CMAC_29_20
PMC9017850,1,CC BY-NC-SA,10.4103/jomfp.jomfp_400_21,1,2,Epithelial-myoepithelial carcinoma ex pleomorphic adenoma of the parotid gland with unique histologic differentiation: A rare case report,J Oral Maxillofac Pathol. 2022 Feb 28;26(Suppl 1):S34–9. doi: 10.4103/jomfp.jomfp_400_21
PMC9051670,1,CC BY-NC-SA,10.4103/jfmpc.jfmpc_990_21,1,2,Primary care in early cleft lip and palate rehabilitation: A dental perspective,J Family Med Prim Care. 2022 Mar 10;11(3):1212–5. doi: 10.4103/jfmpc.jfmpc_990_21
PMC9111728,1,CC BY-NC,10.1111/geoj.12438,1,2,"Student loneliness through the pandemic: How, why and where?",Geogr J. 2022 Mar 31;188(2):277–93. doi: 10.1111/geoj.12438
PMC9132504,1,CC BY-NC-SA,10.4103/jips.jips_228_21,1,2,Comparative evaluation of effect of microcurrent electrical stimulation on acupoints to control gag reflex in patients receiving prosthodontic treatment: An in vivo study,J Indian Prosthodont Soc. 2022 Apr 13;22(2):188–94. doi: 10.4103/jips.jips_228_21
PMC9159710,1,CC BY-NC,10.26603/001c.35591,1,2,The Effect of Self-Myofascial Release on the Pennation Angle of the Vastus Medialis Oblique and the Vastus Lateralis in Athletic Male Individuals: An Ultrasound Investigation,Int J Sports Phys Ther. 2022 Jun 1;17(4):636–42. doi: 10.26603/001c.35591
PMC9178979,1,CC BY-NC-ND,10.1177/20552076221104669,2,4,Healthcare in the hand: Patients’ use of handheld technology in video consultations with their general practitioner,Digit Health. 2022 Jun 6;8:20552076221104669. doi: 10.1177/20552076221104669
PMC9198664,1,CC BY-NC,10.1177/20101058211041411,1,2,Teledental Consultations Using a Messaging Application during the COVID-19 Pandemic: Experience from a Singapore COVID-19 Community Care Facility,Proceedings of Singapore Healthcare. 2021 Sep 30;31:20101058211041411. doi: 10.1177/20101058211041411
PMC9249291,1,CC BY-NC,10.3233/VES-200710,1,2,Sport-specific differences in dynamic visual acuity and gaze stabilization in division-I collegiate athletes,J Vestib Res. 2020 Oct 17;30(4):249–57. doi: 10.3233/VES-200710
PMC9262137,1,CC BY-NC-ND,10.1503/cmaj.211069-f,1,2,Grossesse de substitution durant la pandémie de COVID-19,CMAJ. 2022 Jun 13;194(23):E827–9. [Article in French] doi: 10.1503/cmaj.211069-f
PMC9263775,1,CC BY-NC-ND,10.21037/atm-22-1021,1,2,"The iPad/iPhone 3D photography app—a promising device, but how about its accuracy?",Ann Transl Med. 2022 Jun;10(11):649. doi: 10.21037/atm-22-1021
PMC9292157,1,CC BY-NC-ND,10.1111/jocd.14038,1,2,Mid‐face reshaping using threads with bidirectional convergent barbs: A retrospective study,J Cosmet Dermatol. 2021 Apr 5;20(6):1591–7. doi: 10.1111/jocd.14038
PMC9303237,1,CC BY-NC,10.1111/hae.14498,1,2,Safety and efficacy of a self‐induced myofascial release protocol using a foam roller in patients with haemophilic knee arthropathy,Haemophilia. 2022 Jan 30;28(2):326–33. doi: 10.1111/hae.14498
PMC9306113,1,CC BY-NC-SA,10.4103/jmas.jmas_263_21,1,2,Axillary channel-assisted TOETVA: An effective way to prevent mental nerve from iatrogenic injury?,J Minim Access Surg. 2022 May 27;18(3):450–8. doi: 10.4103/jmas.jmas_263_21
PMC9329080,1,CC BY-NC-ND,10.1097/GOX.0000000000004453,1,2,Comprehensive Treatment and Reconstructive Algorithm for Functional Restoration after Ballistic Facial Injury,Plast Reconstr Surg Glob Open. 2022 Jul 27;10(7):e4453. doi: 10.1097/GOX.0000000000004453
PMC9340824,1,CC BY-NC,10.26603/001c.36631,1,2,Effects of a Groin Pain Prevention Program in Male High School Soccer Players: A Cluster-Randomized Controlled Trial,Int J Sports Phys Ther. 2022 Aug 1;17(5):841–50. doi: 10.26603/001c.36631
PMC9364457,1,CC BY-NC-SA,10.4103/JCAS.JCAS_68_21,1,2,Incobotulinum Toxin A with a One-year Long-lasting Effect for Trapezius Contouring and Superior Efficacy for the Treatment of Trapezius Myalgia,J Cutan Aesthet Surg. 2022 Apr-Jun;15(2):168–74. doi: 10.4103/JCAS.JCAS_68_21
PMC9398088,1,CC BY-NC,10.3233/JPD-223162,1,2,Challenges of Incorporating Digital Health Technology Outcomes in a Clinical Trial: Experiences from PD STAT,J Parkinsons Dis. 2022 Jul 8;12(5):1605–9. doi: 10.3233/JPD-223162
PMC9425905,1,CC BY-NC-ND,10.1177/23259671221117826,1,2,Video Analysis of Pectoralis Major Injuries in Professional Australian Football Players,Orthop J Sports Med. 2022 Aug 24;10(8):23259671221117826. doi: 10.1177/23259671221117826
PMC9452792,1,CC BY-NC,10.1177/11795476221122649,1,2,Concurrent Intracranial Hypertension and Bilateral Optic Neuritis in a Patient With Systemic Lupus Erythematosus: A Case Report,Clin Med Insights Case Rep. 2022 Sep 6;15:11795476221122649. doi: 10.1177/11795476221122649
PMC9469215,1,CC BY-NC-SA,10.4103/jpbs.jpbs_62_22,1,2,Innovative Technique for Fabrication of Forefinger Prosthesis,J Pharm Bioallied Sci. 2022 Jul 13;14(Suppl 1):S1033–7. doi: 10.4103/jpbs.jpbs_62_22
PMC9509013,1,CC BY-NC,10.2147/CCID.S385057,1,2,Upper Eyelid Blepharoplasty Improved the Overall Periorbital Aesthetics Ratio by Enhancing Harmony Between the Eyes and Eyebrows,Clin Cosmet Investig Dermatol. 2022 Sep 20;15:1969–78. doi: 10.2147/CCID.S385057
PMC9512239,1,CC BY-NC-ND,10.1097/PRS.0000000000009564,1,2,Natural Reconstruction: A Comprehensive Standardized Operating Procedure for Restoring Eyebrow Loss Due to Scarring,Plast Reconstr Surg. 2022 Aug 4;150(4):877–86. doi: 10.1097/PRS.0000000000009564
PMC9528696,1,CC BY-NC,10.26603/001c.36964,1,2,Vibration Therapy – A Clinical Commentary,Int J Sports Phys Ther. 2022 Aug 1;17(6):984–7. doi: 10.26603/001c.36964
PMC9528716,1,CC BY-NC,10.26603/001c.38327,1,2,Exploring the Effects of a Neck Strengthening Program on Purposeful Soccer Heading Biomechanics and Neurocognition,Int J Sports Phys Ther. 2022 Oct 2;17(6):1043–52. doi: 10.26603/001c.38327
PMC9528722,1,CC BY-NC,10.26603/001c.38168,2,4,The Management of Valgus Extension Overload Syndrome Experienced with Hitting in a High School Baseball Player: A Case Report,Int J Sports Phys Ther. 2022 Oct 1;17(6):1156–69. doi: 10.26603/001c.38168
PMC9531732,1,CC BY-NC-SA,10.4103/jwas.jwas_74_22,1,1,Osteosarcoma Arising From a Cervical Teratoma in a 4-year Old Child: A Report of a Rare Case and Literature Review,J West Afr Coll Surg. 2022 Aug 23;12(1):91–4. doi: 10.4103/jwas.jwas_74_22
PMC9555603,1,CC BY-NC-ND,10.1097/GOX.0000000000004610,1,2,Facial Pressure Sores in COVID-19 Patients during Prone Positioning: A Case Series and Literature Review,Plast Reconstr Surg Glob Open. 2022 Oct 12;10(10):e4610. doi: 10.1097/GOX.0000000000004610
PMC9618245,1,CC BY-NC,10.2147/CCID.S360801,1,2,Diagnosis and Management of Cutaneous Manifestations of Autoimmune Connective Tissue Diseases,Clin Cosmet Investig Dermatol. 2022 Oct 26;15:2285–312. doi: 10.2147/CCID.S360801
PMC9648327,1,CC BY-NC-SA,10.4103/jfmpc.jfmpc_1864_21,1,2,Miller Fisher syndrome associated with COVID 19,J Family Med Prim Care. 2022 Jul 22;11(7):4023–5. doi: 10.4103/jfmpc.jfmpc_1864_21
PMC9718688,1,CC BY-NC,10.26603/001c.39796,2,4,Progressive Loading in a Strongman Following Distal Biceps Repair: Re-Thinking Load Progression – A Case Report,Int J Sports Phys Ther. 2022 Nov 1;17(7):1430–41. doi: 10.26603/001c.39796
PMC9718695,1,CC BY-NC,10.26603/001c.39614,1,2,The Use of the Internal Brace to Repair the UCL Injury of the Elbow in Athletes,Int J Sports Phys Ther. 2022 Dec 1;17(7):1208–18. doi: 10.26603/001c.39614
PMC9804770,1,CC BY-NC-ND,10.1002/ajmg.a.62949,1,2,Expanding the phenotype of TAB2 variants and literature review,Am J Med Genet A. 2022 Aug 16;188(11):3331–42. doi: 10.1002/ajmg.a.62949
PMC9808559,1,CC BY-NC,10.1101/mcs.a006253,1,2,Germline mosaicism in a family with MBD5 haploinsufficiency,Cold Spring Harb Mol Case Stud. 2022 Dec;8(7):a006253. doi: 10.1101/mcs.a006253
PMC9826694,1,CC BY-NC-SA,10.13107/jocr.2022.v12.i07.2900,1,2,Management Dilemma of a Neuropathic Knee in a Known Case of Larsen Syndrome: A Case Report,J Orthop Case Rep. 2022 Jul;12(7):22–6. doi: 10.13107/jocr.2022.v12.i07.2900
PMC9840758,1,CC BY-NC,10.52547/wjps.11.3.95,1,2,Bilateral Clinodactyly of the Index and Middle Fingers Because of Proximal Delta Phalanx,World J Plast Surg. 2022 Aug;11(3):95–7. doi: 10.52547/wjps.11.3.95
PMC9870213,1,CC BY-NC-ND,10.1097/GOX.0000000000004778,1,2,M-shaped Genioplasty: New Findings after 10 Years of Experience,Plast Reconstr Surg Glob Open. 2023 Jan 23;11(1):e4778. doi: 10.1097/GOX.0000000000004778
PMC9897012,1,CC BY-NC,10.26603/001c.67988,2,4,The Need To Change Return to Play Testing in Athletes Following ACL Injury: A Theoretical Model,Int J Sports Phys Ther. 2023 Feb 1;18(1):272–81. doi: 10.26603/001c.67988
PMC9981577,1,CC BY-NC-ND,10.1002/ccr3.7015,1,2,A rare case of hereditary sensory and autonomic neuropathy type II,Clin Case Rep. 2023 Mar 2;11(3):e7015. doi: 10.1002/ccr3.7015
PMC9983399,1,CC BY-NC-SA,10.13107/jocr.2022.v12.i09.3330,1,2,Osteoid Osteoma of the Distal Phalanx of Little Finger,J Orthop Case Rep. 2022 Sep;12(9):88–91. doi: 10.13107/jocr.2022.v12.i09.3330
